Hugo_Symbol	Entrez_Gene_Id	GTEX-13NYB-1726-SM-5N9G2	GTEX-QDVN-1626-SM-48TZC	GTEX-ZYT6-2226-SM-5GIC9	GTEX-11TTK-1926-SM-5PNW8	GTEX-ZC5H-1726-SM-5HL7X	GTEX-ZVZP-0926-SM-5GIDB	GTEX-P4QS-1126-SM-3NMD5	GTEX-RN64-1626-SM-48FD7	GTEX-ZYFG-1626-SM-5GZYY	GTEX-N7MS-1626-SM-3LK5F	GTEX-13OW6-1826-SM-5N9F9	GTEX-T5JC-1526-SM-4DM68	GTEX-ZLFU-0926-SM-5P9F8	GTEX-1497J-0826-SM-5NQAJ	GTEX-13112-2126-SM-5GCO4	GTEX-UPIC-1126-SM-4IHLO	GTEX-145MN-0326-SM-5QGQI	GTEX-13O1R-2526-SM-5N9FW	GTEX-11GS4-2326-SM-5A5KS	GTEX-13OVI-1126-SM-5KLZF	GTEX-XPVG-0526-SM-4B65N	GTEX-13OVL-1826-SM-5KLZR	GTEX-QLQW-1626-SM-4R1K1	GTEX-12696-0926-SM-5FQTV	GTEX-1399S-0526-SM-5IJG8	GTEX-147F4-2626-SM-5Q5CS	GTEX-13RTJ-2226-SM-5S2Q1	GTEX-Y5V6-2026-SM-5IFHO	GTEX-NPJ8-2226-SM-3TW8D	GTEX-11OF3-1326-SM-5N9FJ	GTEX-ZYFD-1526-SM-5NQ7T	GTEX-12WSG-0826-SM-5EQ5A
MRGPRE	116534	0	50.98	5.15	4.7	0	0	4.17	0	5.68	0	0	0	3	0	0	8.58	0	0	4.98	0	0	0	5.82	0	3.2	0	8.51	5.23	0	0	0	0
HLA-B	3106	16960.78	14971.21	13586.57	57448.23	18178.19	21026.65	11992.79	19482.97	13306.94	9215.48	29531.18	11584.24	30999.42	10959.3	13776.25	9540.5	32767	25179.16	34876.28	28328.16	12764.83	9215.48	13033.07	4802.93	39237.98	32767	43537.38	8191	28525.2	23492.92	27938.14	5041.77
CSNK2B	1460	7537.18	3742.05	7331.05	7642.41	3372.43	4512.4	3614.55	4239.45	4543.8	6983.79	4419.52	4836.35	5633.22	4328.55	4736.79	3325.99	4769.75	5995.9	3564.78	4419.52	4181.07	4239.45	5555.65	5913.33	4328.55	4575.41	6792.79	3874.05	3847.29	5633.22	3124.78	3303
CHD1L	9557	185.11	248	363.56	500.46	429.54	346.29	307.69	603.67	323.03	173.85	197.09	679.29	339.14	314.17	511	202.66	226.54	571.05	283.05	215.77	320.8	483.38	438.59	486.75	387.02	426.57	318.57	264.03	336.79	291.04	395.18	540.19
AC068620.1	0	8.32	8.85	26.86	0	16.39	25.91	10.31	32.36	26.67	16.15	50.98	0	12.55	14.14	22.92	0	0	0	8.65	0	25.91	28.24	20.56	23.08	11.73	26.47	0	10.24	0	30.12	0	0
FABP12	646486	0	0	0	0	0	0	0	0	0	3.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8-Sep	23176	429.54	460.44	1001.93	759.08	796.86	884.29	595.34	2796.65	988.12	283.05	540.19	563.18	796.86	620.67	1313.23	981.29	684.02	507.46	780.44	854.13	769.69	941.27	954.43	1242.34	802.41	921.88	457.25	540.19	525.39	529.06	616.37	866.07
DMRTA1	63951	312	92.05	47.17	17	57.49	27.05	70.01	13.12	49.91	183.82	102.97	57.89	34.26	175.07	49.91	56.28	78.89	35.76	38.95	57.49	81.14	83.45	40.36	30.12	43.32	45.85	17.9	98.73	97.36	172.65	6.84	97.36
SP100	6672	1191.69	603.67	961.07	2520.38	759.08	1119.56	555.41	1487.87	947.83	836.53	1331.57	934.76	1191.69	633.73	1216.75	780.44	825	2018.8	1233.75	1572.76	884.29	1322.37	780.44	1096.5	1259.69	1529.73	1096.5	503.95	1225.22	961.07	1529.73	941.27
NDUFB7	4713	13681.08	8363.13	18304.63	4358.66	5872.48	5872.48	5831.91	3103.19	7130.55	22692.63	9025.81	7280.4	6792.79	6381.92	9876.98	8305.36	8022.41	5329.3	5041.77	3847.29	5995.9	10585.95	6294.04	9025.81	5791.62	4328.55	8421.31	8840.04	4239.45	12853.63	4095	5479.15
CRYGA	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX11	1663	58.71	119.26	234.57	255	46.18	81.14	73.54	348.71	130.6	60.39	232.94	209.84	59.97	108.9	420.68	348.71	22.92	251.48	138.1	90.14	136.19	88.88	218.79	171.45	78.89	185.11	221.86	65.26	87.03	150.17	39.79	148.09
EGLN2	112398	591.22	878.17	1388.16	836.53	1651	1268.46	915.51	1313.23	866.07	1030.12	1044.52	808	1594.73	921.88	1551.09	860.08	988.12	947.83	1167.14	848.22	890.44	1119.56	967.76	819.3	1331.57	981.29	1594.73	915.51	2468.49	1119.56	1662.49	878.17
RWDD4	201965	1008.9	486.75	547.75	363.56	463.65	323.03	454.09	460.44	521.76	848.22	521.76	808	518.15	708.18	536.45	373.81	379.04	351.14	575.03	486.75	470.14	785.88	348.71	642.59	327.56	665.29	567.1	420.68	403.5	718.08	397.93	698.41
HYLS1	219844	53.95	67.59	68.55	14.78	90.77	72.01	77.79	92.7	73.03	49.91	67.59	120.94	88.88	87.65	88.26	65.72	76.71	42.11	44.25	58.71	93.35	67.59	154.42	81.14	73.03	53.95	47.5	92.7	68.07	74.06	60.39	85.82
GAL3ST1	9514	567.1	941.27	3820.7	37.32	651.58	426.57	587.13	1605.83	698.41	466.88	493.56	366.09	348.71	2090.03	2720.15	1167.14	1397.83	50.27	312	698.41	1096.5	1769.57	713.11	1605.83	195.72	299.25	229.72	2417.67	156.59	521.76	32.59	988.12
RNGTT	8732	128.79	109.66	81.14	90.14	101.54	126.12	187.71	135.24	165.57	155.5	100.13	58.71	125.24	162.14	92.7	129.69	193.01	144.01	148.09	159.9	169.07	88.88	199.85	142.01	195.72	212.78	115.97	162.14	103.69	97.36	195.72	138.1
ALDH1A3	220	48.87	146.03	269.6	825	417.77	599.49	161.02	2193.99	395.18	14.14	37.05	72.52	954.43	152.28	376.41	145.02	256.78	77.79	441.64	529.06	239.52	511	1286.18	866.07	1008.9	356.05	748.61	78.89	371.22	76.17	309.83	183.82
KCNJ14	3770	2.43	4.86	3.56	8	18.43	4.74	3.38	8.71	4.62	1.25	7.4	10.47	6.78	7.51	10	8.06	5.36	13.83	6.46	14.03	6.73	4.7	3.92	3.96	5.36	11.64	8	3.79	21.94	1.66	22.59	5.77
RMND1	55005	1883.54	392.44	450.94	591.22	392.44	348.71	463.65	392.44	414.87	1781.89	1044.52	599.49	351.14	638.15	473.41	441.64	426.57	483.38	392.44	392.44	647.07	551.56	551.56	287.01	295.11	457.25	271.48	660.68	426.57	1350.18	136.19	493.56
SMIM13	221710	94.01	50.27	127	44.57	60.39	83.45	88.26	198.47	111.99	98.73	96.01	86.43	73.54	130.6	107.38	59.55	66.65	114.36	87.65	87.65	80.57	92.7	180.02	172.65	84.04	116.78	82.87	57.08	150.17	76.71	135.24	120.1
EIF1AX	1964	3589.58	802.41	1331.57	3039.3	1359.57	583.07	928.3	1447.15	1685.71	2915.45	1594.73	1950	688.78	1304.15	988.12	1159.07	1088.92	1340.84	1369.04	1498.22	1030.12	1498.22	1950	1304.15	1135.2	1781.89	1529.73	954.43	1242.34	1127.35	1417.35	1963.57
ARHGEF15	22899	571.05	58.71	830.75	819.3	163.28	305.55	121.79	1721.16	133.36	1233.75	1467.37	164.42	55.1	158.79	1721.16	1561.89	260.38	151.22	536.45	229.72	241.19	713.11	106.63	363.56	100.13	275.28	228.13	77.25	713.11	480.04	39.5	229.72
VPS41	27072	796.86	612.11	1104.13	1519.15	579.04	915.51	624.99	1519.15	1015.93	684.02	642.59	381.68	866.07	660.68	1447.15	988.12	981.29	387.02	1104.13	974.5	808	1119.56	796.86	872.1	836.53	1096.5	647.07	532.74	480.04	638.15	353.59	708.18
PRKAG2	51422	915.51	438.59	2032.85	1745.2	511	595.34	878.17	684.02	909.17	684.02	1044.52	830.75	521.76	476.71	1127.35	1066.48	1081.39	878.17	1088.92	674.59	890.44	1388.16	1467.37	3395.89	536.45	547.75	1457.23	624.99	165.57	693.58	339.14	698.41
DENND5B	160518	163.28	68.07	54.33	307.69	115.16	68.55	91.41	110.43	63	107.38	141.02	157.68	82.29	111.21	74.58	75.64	65.72	122.64	142.01	226.54	115.16	76.71	124.37	71	73.03	211.31	107.38	96.01	113.56	110.43	130.6	146.03
GET4	51608	1331.57	1605.83	1407.55	392.44	1233.75	620.67	1437.15	819.3	665.29	529.06	1066.48	2061.24	780.44	1183.45	1467.37	1806.78	1159.07	624.99	529.06	954.43	921.88	1340.84	612.11	830.75	497	638.15	620.67	988.12	518.15	785.88	457.25	995
ARSD	414	688.78	1331.57	2047	1286.18	1628.26	1295.13	1331.57	1397.83	2468.49	656.11	1015.93	878.17	1487.87	1295.13	1806.78	2573.36	1950	733.19	1561.89	1923.14	1175.27	1806.78	1159.07	2075.59	1378.57	1519.15	1073.91	1709.26	438.59	1183.45	791.35	1923.14
MCM2	4171	101.54	112.77	198.47	106.63	85.82	181.28	114.36	145.02	242.88	114.36	106.63	70.51	176.29	98.04	189.02	180.02	204.07	129.69	153.34	195.72	186.4	165.57	532.74	170.25	223.41	158.79	88.88	126.12	48.18	120.94	39.79	104.42
MYCT1	80177	303.44	46.5	463.65	656.11	74.58	95.34	96.01	1540.37	223.41	69.52	2835.7	159.9	77.25	212.78	723.08	183.82	228.13	493.56	1183.45	204.07	199.85	759.08	68.55	293.07	102.25	218.79	258.57	111.21	93.35	426.57	5.06	124.37
TLX2	3196	0.29	0.34	0.64	0.58	0	0	0	0	0	0	0	0	1.39	0	0.67	0	0	0	0	0.27	3.32	0.84	0	0	0.27	0.29	0	0	0	0	0	1.69
GLYATL3	389396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4Z1	199974	3.69	0.62	2.07	1.77	0.47	0.67	2.1	1.79	0.64	10.31	0	0.2	2.73	0.8	4.39	1.81	1.11	0	3.29	5.73	2.14	1.93	0.04	0.84	2.61	2.12	9.2	1.13	6.89	5.32	1.51	1.08
C11orf45	219833	13.62	11.47	301.33	69.03	26.28	98.04	36.79	199.85	65.26	112.77	18.7	27.05	56.28	20.86	249.73	110.43	115.16	8.51	50.27	103.69	58.3	195.72	39.5	64.34	47.17	60.82	50.98	31.9	28.45	31.9	17.38	26.86
CDK5RAP3	80279	1104.13	2303.12	1923.14	3303	2796.65	1477.58	1088.92	2895.31	1225.22	866.07	2209.26	1572.76	1991	1143.1	3325.99	2451.44	1268.46	1225.22	1594.73	1781.89	1605.83	2417.67	961.07	1088.92	1721.16	1883.54	2777.33	1001.93	5006.93	1437.15	1350.18	1199.98
CRADD	8738	1233.75	612.11	547.75	285.03	417.77	473.41	723.08	295.11	559.28	1340.84	651.58	780.44	543.96	703.28	525.39	441.64	616.37	343.89	409.15	486.75	599.49	579.04	392.44	389.72	417.77	406.31	500.46	703.28	555.41	947.83	297.17	460.44
COA3	28958	12502.12	9151.82	13586.57	4066.71	5403.7	4769.75	9215.48	3190.46	6983.79	17197.56	7081.29	5006.93	4972.34	6840.04	9740.98	7032.37	8022.41	2485.67	5076.84	3081.75	5076.84	10154.69	4358.66	4802.93	3928.15	4671.57	8778.97	9409.14	7382.04	11189.6	3372.43	6164.49
DAZAP1	26528	723.08	1331.57	813.63	1199.98	1331.57	1059.11	1151.06	1127.35	974.5	860.08	896.64	1127.35	1437.15	1104.13	1066.48	1008.9	928.3	1685.71	896.64	981.29	1191.69	995	1697.45	1167.14	1313.23	836.53	981.29	629.35	1417.35	866.07	1551.09	1477.58
LMBRD1	55788	2271.4	2240.11	4639.29	4066.71	1896.65	2573.36	2701.35	2209.26	3060.45	1001.93	2875.3	2193.99	2758.13	2468.49	2591.27	2240.11	3742.05	1407.55	3257.52	3639.7	2485.67	3928.15	2367.9	2835.7	2303.12	3419.52	2855.44	3467.27	842.36	2701.35	1151.06	3303
ZNF608	57507	125.24	351.14	40.64	234.57	215.77	269.6	51.35	180.02	112.77	70.51	154.42	307.69	101.54	466.88	173.85	368.65	248	128.79	269.6	921.88	529.06	351.14	303.44	82.29	500.46	281.09	103.69	73.54	183.82	217.27	106.63	341.51
LOXL2	4017	17.9	87.65	35	1883.54	116.78	283.05	47.5	1175.27	232.94	14.78	64.34	94.01	208.38	45.21	127	151.22	131.51	120.1	318.57	241.19	258.57	79.45	343.89	181.28	444.72	358.54	108.14	27.25	129.69	20.41	135.24	41.81
TIGD6	81789	102.97	125.24	111.21	198.47	104.42	89.51	82.87	95.34	155.5	123.5	102.25	68.07	112.77	127	114.36	114.36	158.79	142.01	92.7	107.38	116.78	141.02	120.94	107.38	84.04	157.68	114.36	76.17	111.99	115.16	75.64	214.27
DUXA	503835	6.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX13	9580	215.77	366.09	1159.07	237.86	327.56	1304.15	497	3039.3	674.59	253.23	743.43	490.14	1044.52	503.95	1519.15	785.88	624.99	285.03	490.14	1519.15	703.28	1447.15	409.15	1417.35	1216.75	890.44	417.77	444.72	447.82	429.54	115.97	432.53
ZNF517	340385	90.77	133.36	185.11	70.01	157.68	164.42	141.02	291.04	128.79	135.24	146.03	166.73	150.17	147.06	332.14	229.72	142.01	94.67	100.83	204.07	143.01	231.32	95.34	201.25	143.01	163.28	150.17	75.64	92.7	113.56	69.52	229.72
SFT2D1	113402	1167.14	1259.69	2004.85	1923.14	1183.45	1096.5	1059.11	1340.84	1369.04	660.68	1066.48	1135.2	1447.15	1088.92	1651	1127.35	1844.76	1191.69	1685.71	1447.15	1331.57	1923.14	1733.13	1191.69	1498.22	1857.6	1794.29	1191.69	1104.13	1199.98	1427.22	1119.56
COPZ1	22818	5913.33	4066.71	4607.24	4903.87	3467.27	3589.58	4543.8	2720.15	4123.49	6887.62	2758.13	2976.74	3372.43	3794.3	3540.14	3690.52	5041.77	3349.13	3349.13	2573.36	3639.7	3443.31	4671.57	3639.7	3768.09	4123.49	3515.68	3955.48	4903.87	4388.98	2502.97	3257.52
DCHS2	54798	1.69	0.3	10.55	8.71	0.52	2.92	1.5	19.82	4.82	1.04	8.92	0.42	19.25	1.13	26.28	0.19	1.97	1.73	8.92	18.56	6.46	12.83	10	12.55	3.29	21.78	2.14	1.99	2.81	1.51	0.19	4.03
GAL3ST3	89792	70.01	78.89	1662.49	16.15	14.14	189.02	84.63	547.75	351.14	189.02	94.67	26.47	301.33	30.78	1896.65	277.2	255	7.75	140.04	54.33	75.64	1111.82	29.27	679.29	171.45	49.21	25.35	78.34	17	156.59	6.52	31.22
GNPTAB	79158	318.57	473.41	454.09	387.02	332.14	381.68	417.77	441.64	336.79	170.25	457.25	511	403.5	547.75	295.11	403.5	371.22	353.59	547.75	896.64	460.44	447.82	480.04	312	551.56	612.11	379.04	373.81	368.65	463.65	307.69	579.04
MMS19	64210	796.86	896.64	1857.6	1001.93	872.1	1167.14	738.29	1378.57	884.29	563.18	954.43	743.43	1208.34	836.53	2224.63	1008.9	842.36	802.41	802.41	866.07	1015.93	1583.71	928.3	1388.16	1051.79	1111.82	854.13	825	748.61	854.13	759.08	780.44
PMVK	10654	2956.17	1662.49	2367.9	1051.79	1757.34	1697.45	1896.65	884.29	1639.59	4152.18	1628.26	1397.83	1340.84	1617	1991	1322.37	1923.14	909.17	1477.58	1127.35	1757.34	1819.35	1617	1304.15	1388.16	1457.23	1427.22	2163.77	1304.15	2627.46	1081.39	1551.09
MRPL20	55052	6207.38	3146.52	5594.3	3190.46	2816.11	3280.18	3419.52	2720.15	3589.58	7749.1	3847.29	3235.01	3690.52	3325.99	2875.3	3395.89	4066.71	4328.55	2855.44	3018.3	3235.01	3847.29	4298.64	4575.41	3467.27	2956.17	3901.01	3372.43	3349.13	5255.91	3280.18	3589.58
GNMT	27232	3.32	8.45	110.43	17.13	29.7	37.05	4.1	26.1	18.97	66.18	26.47	13.72	36.27	7.34	13.83	33.06	8.65	22.1	28.24	38.4	9.85	43.63	13.62	12.09	38.95	45.85	20.11	23.93	31.67	5.59	2.89	9.27
CERK	64781	1685.71	775.05	275.28	536.45	267.73	457.25	1295.13	540.19	384.34	1388.16	341.51	656.11	583.07	1119.56	764.36	343.89	669.92	373.81	438.59	872.1	563.18	346.29	195.72	521.76	785.88	591.22	713.11	466.88	444.72	376.41	323.03	251.48
GJA10	84694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359091.2	0	0.26	0.31	0.62	0	2.32	2.12	0.34	5.15	2.25	0.38	1.68	1.91	0.01	1.1	0.88	1.48	0.22	2.18	0.41	3.08	1.1	0.34	0.69	2.78	1.99	1.3	1.46	0.43	4.17	1.17	2.94	0
SCPEP1	59342	2739.08	1896.65	5147.73	4010.71	3168.41	2816.11	2520.38	2047	3190.46	1857.6	5594.3	2178.83	3257.52	1605.83	2148.82	1896.65	2178.83	1733.13	4388.98	2956.17	1963.57	3847.29	2720.15	1594.73	3847.29	3955.48	4972.34	4937.99	842.36	6983.79	2335.28	4095
APOBEC3B	9582	14.78	31	12.45	33.06	37.05	48.52	45.21	64.8	94.67	33.3	18.29	17.13	50.98	25.17	14.35	77.79	125.24	236.21	63	43.02	130.6	25.91	403.5	49.56	51.35	35	90.77	7.94	28.65	13.83	12.18	46.5
CRISPLD1	83690	4.06	37.85	53.57	37.59	20.26	185.11	49.56	65.26	162.14	14.89	20.26	35	236.21	32.82	109.66	46.5	142.01	11.55	130.6	277.2	87.65	105.89	94.67	98.73	198.47	165.57	30.12	112.77	3.5	65.72	62.12	67.12
SLC25A38	54977	1216.75	551.56	1135.2	507.46	457.25	599.49	551.56	698.41	514.56	1388.16	674.59	723.08	693.58	599.49	1001.93	587.13	698.41	1008.9	454.09	389.72	748.61	733.19	511	693.58	718.08	595.34	507.46	769.69	543.96	934.76	223.41	529.06
EGFL7	51162	995	483.38	1096.5	1857.6	1127.35	371.22	660.68	947.83	281.09	2777.33	2997.45	2682.69	961.07	651.58	1437.15	1175.27	1008.9	2335.28	3190.46	406.31	457.25	1662.49	221.86	384.34	595.34	928.3	5517.27	267.73	9606.86	2047	7032.37	679.29
RBM12B-AS1	0	10	8.38	1.99	16.75	37.32	16.88	7.75	37.85	16.51	0	13.03	12.93	10.16	14.14	10.31	28.04	14.03	8.38	25.54	32.13	12.93	16.15	20.11	14.24	23.76	24.99	23.76	20.56	23.59	13.42	13.72	12.83
AL136531.1	0	0	0	1.85	0	2.71	0.66	1.93	3.89	1.1	0.13	0.71	0	0.4	0.8	4.98	0.78	0.56	0	0.6	2.1	0.96	0.66	0	1.3	0.44	1.1	0.15	2.16	0.64	0.03	3.17	1.27
RP11-527L4.2	0	48.52	54.33	163.28	0	73.03	51.71	24.46	105.15	87.03	28.86	102.25	75.64	75.64	0	183.82	57.08	43.02	46.18	88.26	0	48.87	127.89	34.26	76.17	31.9	74.58	0	65.72	0	125.24	27.25	54.33
EIF2B1	1967	759.08	507.46	775.05	738.29	454.09	733.19	473.41	909.17	718.08	748.61	638.15	460.44	620.67	551.56	759.08	595.34	595.34	543.96	575.03	703.28	583.07	791.35	713.11	642.59	748.61	791.35	521.76	454.09	612.11	642.59	551.56	612.11
TMTC1	83857	507.46	99.43	88.88	1111.82	193.01	241.19	140.04	466.88	432.53	127	1023	67.59	241.19	253.23	540.19	104.42	190.34	121.79	1015.93	1457.23	244.57	470.14	348.71	397.93	444.72	2004.85	2119.22	170.25	1733.13	264.03	204.07	299.25
PCDHA7	56141	1.22	1.39	10.79	10.47	3.89	17.25	5.77	18.43	18.03	1.69	3.53	4.17	10.71	5.77	1.58	5.11	1.07	0.6	11.13	16.88	5.77	9.34	6.94	10.31	10.16	34.02	29.27	1.91	0.27	3.86	4.03	5.87
DLK2	65989	1.73	0.56	2.34	1.68	40.93	10.08	2.66	13.83	5.06	2.39	5.32	1.25	14.78	13.62	2.73	1.33	5.96	3.32	6.01	4.82	16.39	2.66	10.47	6.46	16.51	14.78	0	7.17	5.92	0	2.76	1.85
AQP8	343	0.6	0.99	0	0	0	2.32	2.16	4.1	0	0.28	0	0.27	1.89	0	0.71	0.84	0	2.61	1.06	1.66	0.45	0.24	0.59	0.91	0.69	1.23	0.84	0.34	0.23	0.18	0	0
CASZ1	54897	40.64	73.03	234.57	78.89	269.6	172.65	221.86	384.34	251.48	92.7	104.42	253.23	104.42	158.79	438.59	429.54	169.07	237.86	595.34	226.54	299.25	215.77	166.73	371.22	69.03	120.94	271.48	150.17	211.31	297.17	1008.9	318.57
MFSD2B	388931	1.23	3.96	3.56	10.08	8.13	4.17	0.34	6.01	4.35	0	3.08	1.53	1.93	0.91	1.77	1.19	12.74	5.23	2.43	6.94	1.81	6.78	1.22	0.26	1.75	2.39	1.19	1.69	11.13	0.46	1.19	1
CYP51A1	1595	884.29	1794.29	1135.2	995	733.19	1208.34	2573.36	497	2609.3	387.02	848.22	1073.91	1008.9	1143.1	521.76	1540.37	1733.13	836.53	2400.97	860.08	1313.23	854.13	1857.6	1359.57	1008.9	1023	981.29	1870.53	318.57	921.88	753.83	1369.04
ARNTL2	56938	14.14	13.12	6.31	108.14	17.25	20.86	11.82	24.99	18.7	2.76	8.13	18.84	42.71	27.64	6.62	40.07	26.86	86.43	40.64	56.68	23.93	10.55	146.03	26.86	29.91	79.45	15.8	6.11	35.25	7.69	13.72	8.58
FAM135B	51059	1.23	6.78	0.21	0.43	5.87	25.35	5.36	0.44	5.11	0.04	5.32	0.03	17.13	1.55	0.55	10.16	4.03	0.04	5.28	84.04	13.32	2.34	8.38	0.21	38.95	2.92	8.92	8.78	0	3.35	7.34	5.77
BACE1	23621	307.69	371.22	441.64	397.93	249.73	559.28	420.68	1340.84	599.49	291.04	429.54	379.04	540.19	361.04	532.74	379.04	409.15	285.03	463.65	1081.39	503.95	579.04	500.46	476.71	607.87	748.61	327.56	438.59	334.46	305.55	381.68	353.59
MGC4294	0	23.93	0	17.64	7.63	25.91	6.26	15.34	0.09	8.92	2.12	29.7	22.92	8.71	0	13.52	12.09	2.39	6.78	14.35	5.45	0.83	23.25	9.85	1.58	8.85	6.36	4.7	5.15	6.36	60.39	3.66	5.77
BCKDK	10295	1896.65	1651	1844.76	1477.58	1111.82	1304.15	1639.59	961.07	1119.56	1617	1216.75	1008.9	1529.73	1286.18	1111.82	1199.98	1388.16	928.3	878.17	599.49	1191.69	915.51	1977.24	890.44	1191.69	941.27	1639.59	1487.87	981.29	1498.22	320.8	1143.1
WNK3	65267	8.71	9.78	43.32	37.32	52.08	14.78	37.32	43.63	22.1	73.54	11.82	20.71	31.67	7.75	15.68	13.52	22.59	16.75	96.01	9.41	32.82	55.1	24.11	10.96	9.27	28.24	24.63	58.3	8.58	21.47	32.59	27.64
RP11-322E11.6	0	32.82	0	0	0	0	0	0	14.14	0	0	11.38	12	19.39	0	0	0	21.32	0	0	7.75	24.99	38.95	0	0	0	0	0	0	0	10.24	0	0
EXOSC9	5393	361.04	258.57	454.09	397.93	249.73	426.57	299.25	521.76	429.54	260.38	339.14	215.77	444.72	289.02	366.09	395.18	392.44	414.87	358.54	429.54	395.18	420.68	575.03	503.95	438.59	507.46	376.41	323.03	228.13	293.07	269.6	395.18
LILRA1	11024	2.56	11.13	7.75	2.27	17	38.95	10.79	15	16.39	0	2.07	0	29.7	8.65	20.86	21.63	30.56	44.89	19.11	31.22	14.78	12.09	30.56	13.93	41.81	24.11	6.94	5.02	39.5	10.39	6.62	7.69
KLK11	11012	1.2	17	56.28	1.46	3.96	18.16	1.14	6.57	5.63	12.74	1.66	11.3	0.73	0	10.79	6.01	7.17	3.17	13.03	4.66	2.56	1.95	0	20.26	2.07	16.63	5.15	5.82	3.38	0	0	3.32
AC079354.1	0	0	0.4	0	0.27	0	0.85	0	1.16	0.83	0	0	0	0.75	0	1.89	3.69	0.77	0	0.52	0.33	0.35	2.36	0.35	1.77	0	1.36	0.82	0	0.71	0	0	0
TMEM184C	55751	470.14	540.19	500.46	928.3	264.03	457.25	620.67	902.89	764.36	327.56	616.37	323.03	397.93	476.71	819.3	476.71	796.86	387.02	679.29	830.75	775.05	854.13	842.36	718.08	500.46	1015.93	438.59	620.67	232.94	314.17	420.68	825
ERCC6L	54821	0.13	0.46	1.01	3.32	3.08	4.03	0.8	3.14	3.38	0	0.37	0.57	2.39	1.89	1.58	2.1	1.97	1.23	0.99	6.84	4.74	1.39	20.26	1.27	4.03	4.17	0.36	0.33	0.49	1.22	2.1	1.28
AC005003.1	0	34.02	18.03	32.13	8.85	13.62	24.28	24.46	50.27	43.02	48.52	23.76	8.06	22.26	25.91	67.12	35	39.79	30.34	35.25	57.89	31.67	64.8	41.81	85.82	29.48	36.53	28.65	26.28	17.77	23.93	8.32	36.27
CDH20	28316	3.56	2.29	15.8	1.1	0.37	4.35	6.89	13.83	4.58	1.71	5.92	0.33	5.96	11.64	1.27	6.46	5.02	1.73	4.86	2.68	4.66	3.76	3.53	8.25	6.67	1.3	3.44	8.85	0	1	1.28	3.89
GOLGA8H	728498	3.69	0	1.93	4.9	2.63	11.73	5.06	8.92	2.58	0	0.26	6.52	1.89	0.58	3.99	5.54	2.16	4.35	2.92	3.44	3.59	4.46	11.21	0.49	2.51	12.83	2.07	2.39	0.06	1.71	4.28	0.47
EIF3E	3646	10014.87	3614.55	5672.41	16843.62	3928.15	3467.27	2777.33	5751.61	3794.3	9808.75	5872.48	6079.61	4671.57	3103.19	5633.22	3168.41	3955.48	4575.41	4575.41	6426.31	4010.71	7485.11	4481.23	3395.89	5041.77	7695.57	6607.01	3349.13	8078.22	5954.47	3901.01	3768.09
PCYT2	5833	2351.53	3060.45	1781.89	275.28	1167.14	1397.83	2502.97	764.36	1529.73	2816.11	1709.26	1259.69	1111.82	2645.74	1819.35	1977.24	2573.36	435.55	909.17	854.13	1977.24	1313.23	954.43	1487.87	1066.48	684.02	679.29	2287.2	323.03	1909.85	368.65	860.08
LCA5	167691	59.13	31	66.18	125.24	59.97	40.36	21.63	309.83	87.65	34.51	123.5	28.45	76.17	57.89	95.34	74.06	39.5	55.49	148.09	249.73	85.82	147.06	92.7	91.41	55.89	201.25	88.26	44.89	102.25	50.63	62.12	74.58
HSD11B1	3290	20.56	28.24	271.48	208.38	23.25	74.58	69.03	723.08	93.35	33.3	12.64	17.13	182.55	9.78	660.68	42.41	158.79	120.1	65.26	177.53	54.72	713.11	98.73	1467.37	246.28	154.42	106.63	15.68	195.72	26.47	166.73	18.16
AC011530.4	0	3.47	0	0	3.66	0	21.78	2.05	0	12	0	11.38	13.22	3.11	3.41	4.39	0	8.99	3.66	13.72	9.13	16.75	14.45	4.5	8.51	5.11	7.06	0	4.7	17	16.27	14.35	5.19
CCL1	6346	0	0	0	0	0	11.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPG	6637	4358.66	2367.9	2573.36	2193.99	2739.08	2664.15	2193.99	866.07	2303.12	4010.71	1794.29	1551.09	1605.83	3235.01	1583.71	1457.23	2701.35	2739.08	2178.83	1745.2	2178.83	1883.54	3212.66	3349.13	2319.15	2090.03	2047	2451.44	3303	3614.55	2502.97	2417.67
SCG5	6447	12.18	13.93	25.72	181.28	25.17	223.41	7.63	336.79	55.89	5.32	0.97	1.1	141.02	4.13	36.27	15.8	29.48	56.28	10	121.79	15.56	73.03	12.55	27.44	373.81	47.5	44.57	0.87	60.39	10.71	28.04	12.27
